tokenID	talker	consonant	repetition	place	voicing	vowel	closureDur	closureInt	burstInt
378	10	g	4	velar	voiced	i	0.079891194	66.79141922	73.26021607
379	5	d	6	alveolar	voiced	i	0.048561835	67.83967348	71.5513864
380	6	k	1	velar	voiceless	&	0.042012094	59.0615404	68.34631964
381	8	t	3	alveolar	voiceless	i	0.05086185	68.57917326	64.82379946
382	8	k	2	velar	voiceless	u	0.066372339	64.70471197	61.28521922
383	4	d	2	alveolar	voiced	u	0.028093251	74.98722864	74.64527739
384	12	t	2	alveolar	voiceless	a	0.051442799	58.62901174	56.86055879
385	1	p	1	bilabial	voiceless	a	0.088013854	63.42555826	67.54186728
386	2	g	3	velar	voiced	&	0.057120403	67.49423482	70.45941429
387	8	d	6	alveolar	voiced	&	0.033669214	68.98373152	72.08883993
388	1	k	3	velar	voiceless	i	0.130211548	63.33322843	69.83226935
389	10	g	1	velar	voiced	a	0.040629791	65.9296008	70.24647485
390	1	p	3	bilabial	voiceless	&	0.127379139	62.49492354	68.71757184
391	9	p	3	bilabial	voiceless	i	0.068504243	62.54919121	71.94000835
392	4	d	5	alveolar	voiced	&	0.016493117	75.7367467	76.4356383
393	9	p	4	bilabial	voiceless	a	0.064945176	69.29888036	62.8369054
394	10	k	5	velar	voiceless	&	0.078967932	62.81420153	73.72231739
395	10	d	4	alveolar	voiced	i	0.030902162	71.08811901	73.51356132
396	3	d	1	alveolar	voiced	u	0.012181584	75.68656776	74.31632882
397	6	t	3	alveolar	voiceless	u	0.050638789	65.45368483	70.99294042
398	9	t	4	alveolar	voiceless	&	0.055225617	65.6096376	57.75472454
399	1	t	6	alveolar	voiceless	i	0.095154885	68.10000085	72.09420843
400	11	p	5	bilabial	voiceless	a	0.104969048	66.54920049	78.08757178
401	5	p	2	bilabial	voiceless	u	0.062068845	64.37925076	52.60313016
402	11	p	6	bilabial	voiceless	a	0.125548969	66.27237399	78.67751442
403	10	p	3	bilabial	voiceless	&	0.064632989	48.51540251	46.76088418
404	9	g	1	velar	voiced	&	0.042691552	61.72463937	67.76279035
405	10	k	6	velar	voiceless	u	0.118282793	64.8194508	73.57258027
406	11	g	5	velar	voiced	u	0.057205285	72.94180322	78.24173192
407	2	k	4	velar	voiceless	u	0.073907011	56.87845111	61.95372365
408	6	p	1	bilabial	voiceless	&	0.080943199	73.71933113	70.52558976
409	11	b	4	bilabial	voiced	u	0.066574505	72.77633929	68.258133
410	5	g	2	velar	voiced	u	0.064752368	68.49191257	73.7633672
411	3	g	3	velar	voiced	a	0.05743397	69.43329442	76.76592345
412	4	g	5	velar	voiced	u	0.038112026	75.0160343	78.80645313
413	6	g	6	velar	voiced	i	0.038263649	59.30517869	58.43366984
414	1	d	3	alveolar	voiced	i	0.053581793	71.67056694	77.58922925
415	2	g	6	velar	voiced	i	0.113368755	62.91952162	62.597062
416	3	g	4	velar	voiced	i	0.065509417	68.69518244	72.17455193
417	10	b	6	bilabial	voiced	i	0.052468586	65.75378907	70.73133079
418	3	t	6	alveolar	voiceless	u	0.059438453	67.25358327	64.93968869
419	3	p	5	bilabial	voiceless	&	0.056497628	63.38904403	68.60645559
420	8	t	1	alveolar	voiceless	&	0.044850597	64.25358773	65.13158152
421	3	p	6	bilabial	voiceless	a	0.045466942	67.12728776	60.53336189
422	2	g	2	velar	voiced	a	0.076502311	65.75113456	67.4517445
423	10	p	5	bilabial	voiceless	u	0.055881472	55.54440421	47.36398314
424	9	p	4	bilabial	voiceless	i	0.035114277	62.53038643	61.66431716
425	3	d	4	alveolar	voiced	i	0.034719244	68.19592677	71.71057994
426	12	p	6	bilabial	voiceless	a	0.082307739	62.1070966	65.83985989
427	3	b	2	bilabial	voiced	&	0.049658751	71.37433826	76.02024488
428	4	t	4	alveolar	voiceless	u	0.015129126	70.20931073	57.94677634
429	4	k	3	velar	voiceless	i	0.059183862	53.38318291	57.16600568
430	11	d	2	alveolar	voiced	i	0.03901074	69.60533319	65.24191787
431	9	b	6	bilabial	voiced	i	0.033935605	75.4213916	77.1914656
432	11	k	6	velar	voiceless	i	0.069014884	65.88225123	53.39762794
433	3	b	2	bilabial	voiced	i	0.050871523	71.30241773	73.89963421
434	10	b	5	bilabial	voiced	u	0.06081145	62.06141497	60.11553012
435	8	k	6	velar	voiceless	u	0.086119462	64.56162472	68.53974648
436	3	d	3	alveolar	voiced	u	0.04759014	67.99662417	73.95038125
437	10	t	5	alveolar	voiceless	&	0.102454776	59.20112323	71.01952474
438	2	b	3	bilabial	voiced	i	0.103468085	66.8897539	71.07722304
439	3	p	5	bilabial	voiceless	i	0.069319078	64.51535445	67.37440238
440	2	k	6	velar	voiceless	a	0.068554605	61.91597959	69.84180028
441	6	t	1	alveolar	voiceless	i	0.066350901	68.41105181	72.68971484
442	3	p	5	bilabial	voiceless	&	0.060236145	64.83802492	59.14875061
443	6	b	6	bilabial	voiced	a	0.042602249	74.42229037	77.8104507
444	10	t	4	alveolar	voiceless	u	0.023301263	51.23954765	55.52454899
445	5	t	6	alveolar	voiceless	u	0.050236344	56.82716823	54.34413089
446	11	k	2	velar	voiceless	u	0.05804894	64.87677155	62.98481063
447	2	b	4	bilabial	voiced	i	0.095846651	70.58588542	73.9973754
448	9	g	6	velar	voiced	u	0.053497542	74.14974541	80.47590298
449	3	k	6	velar	voiceless	u	0.042697218	63.07696507	56.57786493
450	2	d	3	alveolar	voiced	u	0.091031102	69.23399414	73.74917098
451	5	g	5	velar	voiced	i	0.038035911	65.3309085	65.38335607
452	1	d	2	alveolar	voiced	i	0.047334972	73.31470469	76.56052026
453	9	d	4	alveolar	voiced	&	0.035644208	73.40046744	75.79837782
454	12	g	2	velar	voiced	&	0.045370217	67.42249664	73.04562363
455	5	p	3	bilabial	voiceless	&	0.114469219	68.07372896	78.10266171
456	12	g	3	velar	voiced	i	0.062208423	64.06354365	67.11387244
457	11	p	5	bilabial	voiceless	&	0.08625155	63.93628558	77.59069948
458	1	d	1	alveolar	voiced	a	0.074081295	74.05854055	80.38143706
459	6	k	4	velar	voiceless	a	0.058277611	62.62540913	62.15673714
460	11	p	3	bilabial	voiceless	&	0.095704038	63.34294479	76.77440004
461	8	b	1	bilabial	voiced	&	0.051615587	67.99722051	66.43090821
462	4	b	1	bilabial	voiced	&	0.044425457	70.71832419	63.83826039
463	9	d	6	alveolar	voiced	i	0.026792429	71.89552784	73.83098094
464	2	g	6	velar	voiced	i	0.118193188	60.79251766	58.13949399
465	2	g	5	velar	voiced	&	0.04978728	65.2537976	60.07650432
466	12	b	1	bilabial	voiced	i	0.034732595	70.94339525	72.42970053
467	4	b	6	bilabial	voiced	a	0.072103663	71.20385333	78.90368788
468	2	t	1	alveolar	voiceless	&	0.071678778	68.73108556	78.24045801
469	12	g	5	velar	voiced	a	0.044615384	70.26452845	76.17809681
470	8	p	4	bilabial	voiceless	a	0.069663582	65.27982823	73.4903955
471	4	t	2	alveolar	voiceless	a	0.050703138	68.60719034	62.9514284
472	3	k	1	velar	voiceless	&	0.040283561	67.72447191	62.40506542
473	12	b	4	bilabial	voiced	i	0.038331524	73.54209791	76.89682902
474	5	d	4	alveolar	voiced	a	0.04607261	71.15761141	76.38632051
475	12	t	1	alveolar	voiceless	i	0.055575689	64.80606181	58.47663109
476	12	k	2	velar	voiceless	a	0.121714966	65.97800206	77.69950496
477	11	p	3	bilabial	voiceless	i	0.099049008	63.92984968	75.88937582
478	11	g	4	velar	voiced	&	0.053357269	68.2622507	62.272527
479	12	g	4	velar	voiced	i	0.04432815	70.57590531	74.966851
480	12	b	4	bilabial	voiced	i	0.046076369	69.69296878	71.56022706
481	10	d	4	alveolar	voiced	u	0.031020948	69.57810456	71.24259992
482	3	t	2	alveolar	voiceless	i	0.049586115	63.88096228	65.6443693
483	6	t	5	alveolar	voiceless	&	0.048539728	63.42674279	72.27620909
484	8	t	6	alveolar	voiceless	a	0.044766516	68.49684793	62.81022896
485	2	p	2	bilabial	voiceless	i	0.075581923	65.49116035	67.12327511
486	2	k	5	velar	voiceless	i	0.05767439	51.6481391	48.58959753
487	12	d	1	alveolar	voiced	a	0.016228727	74.90166915	76.20477644
488	11	k	6	velar	voiceless	a	0.080261654	56.17104786	68.88071237
489	12	p	4	bilabial	voiceless	&	0.039168538	59.8238414	57.88621583
490	4	p	1	bilabial	voiceless	i	0.086480102	67.23021064	64.91048868
491	6	k	6	velar	voiceless	i	0.075016342	55.22667738	64.44719948
492	6	d	6	alveolar	voiced	i	0.040125446	68.82206885	70.14948308
493	1	p	3	bilabial	voiceless	&	0.11953614	60.43301692	70.2289343
494	4	d	4	alveolar	voiced	i	0.058420084	73.50878305	75.39910411
495	10	k	5	velar	voiceless	u	0.061063376	62.1350597	52.12405591
496	4	p	5	bilabial	voiceless	i	0.089076197	65.49234657	68.83573857
497	11	b	5	bilabial	voiced	&	0.056907774	67.53203503	76.54061783
498	10	g	1	velar	voiced	i	0.062129765	71.06774053	72.69606884
499	12	d	6	alveolar	voiced	i	0.02313165	73.97314608	76.25918187
500	12	p	5	bilabial	voiceless	i	0.06937858	66.05012883	47.92689193
501	11	g	1	velar	voiced	&	0.052885427	65.04504131	73.863504
502	2	b	2	bilabial	voiced	u	0.114897605	72.12469899	72.65308987
503	6	d	3	alveolar	voiced	u	0.033139226	67.41994803	66.14702505
504	12	k	3	velar	voiceless	&	0.077549065	53.59759261	53.43966592
505	12	k	6	velar	voiceless	i	0.080702163	51.66231357	59.10549847
506	5	g	1	velar	voiced	i	0.059916258	67.3596262	72.21160109
507	8	b	1	bilabial	voiced	a	0.057821444	70.93321154	77.48729985
508	5	d	2	alveolar	voiced	&	0.035118998	74.77852481	76.33667744
509	2	p	1	bilabial	voiceless	i	0.092799458	61.8672661	71.6410779
510	10	p	2	bilabial	voiceless	u	0.080837698	52.04167731	54.08998613
511	11	g	5	velar	voiced	i	0.05028621	73.41989674	68.41299328
512	10	b	1	bilabial	voiced	&	0.055947973	65.22719046	69.63131891
513	10	k	2	velar	voiceless	a	0.041842821	54.94331884	57.57667405
514	1	k	4	velar	voiceless	&	0.095450702	59.23238661	67.58297218
515	3	k	3	velar	voiceless	a	0.045765713	63.23307837	61.57348239
516	12	p	5	bilabial	voiceless	&	0.070796383	59.6038608	67.8368255
517	8	d	2	alveolar	voiced	u	0.034610354	74.43076128	74.53052068
518	1	d	6	alveolar	voiced	u	0.118835234	68.27745718	70.39453626
519	10	g	2	velar	voiced	i	0.063912982	69.46779434	70.48722942
520	5	p	3	bilabial	voiceless	i	0.075193006	58.23928997	62.59231401
521	10	g	2	velar	voiced	&	0.03649648	70.82553366	72.23671083
522	5	k	6	velar	voiceless	a	0.117191651	64.35946003	77.32403276
523	5	t	6	alveolar	voiceless	u	0.050973377	54.35690771	55.65337074
524	5	k	2	velar	voiceless	i	0.054759406	43.72269912	54.29548081
525	2	g	3	velar	voiced	i	0.091600683	63.9626671	55.93162055
526	8	t	4	alveolar	voiceless	a	0.063494493	63.33908872	67.16731024
527	9	b	2	bilabial	voiced	&	0.057753575	76.75926368	81.65509183
528	6	t	6	alveolar	voiceless	a	0.041803119	63.73031694	70.96754987
529	4	k	1	velar	voiceless	i	0.033524884	56.28002052	42.19137975
530	12	p	4	bilabial	voiceless	i	0.060922813	62.33232745	60.81896215
531	9	k	3	velar	voiceless	&	0.051250928	67.19632791	62.72122435
532	11	p	6	bilabial	voiceless	a	0.107858689	65.05463275	76.31661358
533	2	k	6	velar	voiceless	a	0.077783335	59.67889751	66.78701368
534	4	g	5	velar	voiced	u	0.081537827	62.82448334	69.00863609
535	11	k	4	velar	voiceless	a	0.067471474	55.78145309	65.97138183
536	12	b	4	bilabial	voiced	a	0.023448483	71.59620082	73.59837209
537	11	p	4	bilabial	voiceless	u	0.06355473	70.8230952	77.53542383
538	9	d	1	alveolar	voiced	u	0.045446236	75.7851405	79.86713037
539	12	k	6	velar	voiceless	&	0.056937185	53.26699298	59.77762608
540	3	b	6	bilabial	voiced	u	0.060657904	69.84055434	72.64157497
541	12	k	3	velar	voiceless	i	0.043137043	45.03338021	45.32221945
542	6	b	4	bilabial	voiced	i	0.078545077	66.71533606	72.10809695
543	1	g	5	velar	voiced	u	0.140225112	64.57629999	70.1968461
544	3	d	4	alveolar	voiced	u	0.040774235	69.15031111	74.48908706
545	10	d	1	alveolar	voiced	&	0.039523963	67.07846142	71.34677083
546	5	g	4	velar	voiced	u	0.064086735	66.26228491	72.39029105
547	4	k	5	velar	voiceless	a	0.055942478	58.22862922	64.52174449
548	5	t	3	alveolar	voiceless	&	0.06090509	61.04772221	53.58370989
549	8	b	4	bilabial	voiced	u	0.042410393	65.44128084	63.08319955
550	3	g	5	velar	voiced	a	0.032487691	77.02514967	79.20950628
551	10	p	3	bilabial	voiceless	u	0.056171573	58.13873317	49.84963076
552	4	k	1	velar	voiceless	i	0.048833167	52.49032363	50.12792987
553	2	d	6	alveolar	voiced	&	0.056597471	73.61112412	79.82620381
554	2	t	2	alveolar	voiceless	i	0.071578954	63.67620328	72.78350015
555	4	p	5	bilabial	voiceless	u	0.047149191	72.0300986	57.76600043
556	1	t	6	alveolar	voiceless	u	0.066481184	62.073336	69.53436708
557	5	p	5	bilabial	voiceless	a	0.072274672	59.79161819	50.49614723
558	9	t	5	alveolar	voiceless	u	0.041893312	64.84622295	69.19245437
559	6	k	2	velar	voiceless	u	0.074591855	63.57306499	69.22640527
560	8	t	4	alveolar	voiceless	&	0.059906979	62.96933912	60.33342983
561	10	p	3	bilabial	voiceless	i	0.066143883	52.10544383	53.61302701
562	2	b	5	bilabial	voiced	&	0.06489441	72.36668291	78.91519478
563	8	k	4	velar	voiceless	i	0.02640358	62.37882879	50.26334666
564	11	g	4	velar	voiced	i	0.102698958	73.34020847	75.35115112
565	10	t	6	alveolar	voiceless	a	0.010423489	68.36277919	59.78936498
566	2	p	5	bilabial	voiceless	&	0.088234191	68.50283218	77.03444277
567	1	g	6	velar	voiced	a	0.092186834	69.48757744	69.49227643
568	2	b	1	bilabial	voiced	i	0.101187292	68.33475291	71.90519766
569	5	t	5	alveolar	voiceless	i	0.072092647	54.46303591	59.31219779
570	11	t	6	alveolar	voiceless	a	0.037734562	60.90217268	57.67853197
571	12	b	2	bilabial	voiced	a	0.058259233	65.80026157	69.0027451
572	1	t	2	alveolar	voiceless	a	0.079522814	63.10631051	70.05892896
573	3	g	3	velar	voiced	&	0.034953662	72.99816468	76.28424989
574	5	d	6	alveolar	voiced	&	0.027661583	64.8220776	67.36007568
575	4	g	3	velar	voiced	&	0.044079051	69.96078679	75.43464752
576	10	t	2	alveolar	voiceless	a	0.067489076	56.12666925	57.52567707
577	12	p	5	bilabial	voiceless	i	0.071169544	60.77316323	54.69561497
578	12	t	2	alveolar	voiceless	i	0.074560637	62.08152154	60.16704765
579	2	t	3	alveolar	voiceless	u	0.085125438	64.32374287	68.10292101
580	2	g	6	velar	voiced	u	0.117518124	65.12169318	65.75093038
581	11	t	1	alveolar	voiceless	i	0.049788501	63.54468334	63.30003594
582	6	d	6	alveolar	voiced	i	0.052586178	69.84714887	70.10152822
583	4	k	5	velar	voiceless	a	0.027844545	58.98093769	53.27181416
584	1	k	6	velar	voiceless	a	0.100801808	60.29374734	66.77371164
585	3	t	1	alveolar	voiceless	a	0.043037351	64.77960188	63.52662163
586	10	p	4	bilabial	voiceless	i	0.053943281	53.93212551	48.74358557
587	1	g	2	velar	voiced	i	0.088732319	63.68697945	74.50019309
588	12	t	1	alveolar	voiceless	i	0.028658157	73.4274404	74.72608309
589	3	d	1	alveolar	voiced	u	0.04620103	70.55939334	74.38636313
590	4	g	4	velar	voiced	u	0.050466717	76.58509618	80.44353794
591	2	g	4	velar	voiced	i	0.096145613	64.31587322	64.25717899
592	4	k	1	velar	voiceless	u	0.068892072	63.99189975	65.50438908
593	8	p	4	bilabial	voiceless	i	0.071780294	68.25025504	70.55223338
594	5	g	6	velar	voiced	i	0.048647433	65.48210563	69.11597516
595	1	g	4	velar	voiced	i	0.060188413	61.18441512	48.92190842
596	2	g	1	velar	voiced	a	0.072985565	67.52320878	73.89685318
597	1	p	4	bilabial	voiceless	u	0.223325739	64.8194558	82.77398901
598	8	k	1	velar	voiceless	&	0.061483228	62.74183879	64.17476823
599	1	d	1	alveolar	voiced	u	0.092177171	71.9436526	74.12606458
600	4	d	5	alveolar	voiced	i	0.049516116	75.42183647	79.25687186
601	9	b	5	bilabial	voiced	&	0.051786459	70.54611831	70.94329875
602	11	t	6	alveolar	voiceless	u	0.062538537	60.81402829	62.87214467
603	6	b	4	bilabial	voiced	&	0.067361127	71.96742078	69.6435188
604	11	t	3	alveolar	voiceless	i	0.044271457	64.95436195	62.95712929
605	3	b	5	bilabial	voiced	a	0.060375918	71.09966848	77.86533108
606	4	t	4	alveolar	voiceless	a	0.053268796	67.45289617	65.73098053
607	12	k	2	velar	voiceless	&	0.056187629	57.75127985	60.28246593
608	9	p	5	bilabial	voiceless	&	0.074726122	67.79684074	76.30036395
609	3	p	2	bilabial	voiceless	i	0.076208222	66.50474058	68.11725078
610	2	k	1	velar	voiceless	a	0.076894853	60.21004905	67.39647594
611	9	g	5	velar	voiced	a	0.038976585	65.26478612	63.09288842
612	4	k	4	velar	voiceless	i	0.068092375	56.80436681	56.97652621
613	10	b	1	bilabial	voiced	u	0.064630267	65.29281505	71.01741431
614	11	b	5	bilabial	voiced	i	0.069104077	71.38789251	73.98835141
615	2	b	2	bilabial	voiced	&	0.066659956	70.6064783	75.70656072
616	11	t	3	alveolar	voiceless	&	0.056724764	62.27327625	62.29406744
617	1	b	5	bilabial	voiced	a	0.107177374	71.13328606	70.67045434
618	8	t	5	alveolar	voiceless	i	0.06744417	65.26260669	67.44978465
619	8	d	4	alveolar	voiced	a	0.026693328	73.1873354	77.46845609
620	8	t	1	alveolar	voiceless	i	0.045495434	68.25818511	66.62875882
621	8	t	6	alveolar	voiceless	a	0.036193318	68.49756342	64.70382407
622	12	t	2	alveolar	voiceless	&	0.051455975	59.15553217	59.32101686
623	12	b	1	bilabial	voiced	&	0.065267945	67.70068236	74.76707184
624	6	p	1	bilabial	voiceless	a	0.076956843	71.35061524	70.84461895
625	4	g	6	velar	voiced	a	0.04048708	72.00418901	76.28720595
626	1	t	4	alveolar	voiceless	a	0.078871518	64.69920617	68.81441028
627	6	b	5	bilabial	voiced	&	0.052659469	72.81346296	79.32710885
628	2	d	1	alveolar	voiced	a	0.072374056	69.98104955	78.51761537
629	10	k	3	velar	voiceless	&	0.050337674	50.14623243	54.61723089
630	5	b	4	bilabial	voiced	i	0.063001127	69.19226789	74.69655279
631	2	d	5	alveolar	voiced	&	0.073250553	72.45155697	80.24248867
632	2	t	6	alveolar	voiceless	&	0.067681786	68.80137583	75.4675459
633	4	b	4	bilabial	voiced	i	0.047389133	74.73944256	76.27084491
634	8	k	3	velar	voiceless	u	0.07502806	69.44287502	66.66217797
635	1	d	4	alveolar	voiced	i	0.080065683	66.50180697	73.0278482
636	6	b	4	bilabial	voiced	i	0.091393164	66.64197823	72.71195391
637	2	t	6	alveolar	voiceless	u	0.09969895	67.11889686	71.89213378
638	9	g	2	velar	voiced	a	0.056999861	66.25876541	71.73142814
639	2	t	5	alveolar	voiceless	&	0.083253212	66.53313997	75.00974243
640	8	p	2	bilabial	voiceless	i	0.093875452	68.2285001	81.0101312
641	12	t	6	alveolar	voiceless	u	0.054897872	59.73272689	58.13124488
642	10	b	4	bilabial	voiced	i	0.042768247	72.20127621	73.19946976
643	1	p	1	bilabial	voiceless	u	0.097799533	66.66348386	70.98945336
644	9	k	4	velar	voiceless	i	0.050234767	57.3998973	57.05825087
645	4	p	4	bilabial	voiceless	&	0.093503812	66.87102228	73.01680838
646	5	p	1	bilabial	voiceless	i	0.093376237	67.49927186	77.57085619
647	6	g	6	velar	voiced	u	0.05090331	66.70844999	67.13455798
648	10	p	1	bilabial	voiceless	a	0.060148576	49.53908222	43.43792675
649	1	p	5	bilabial	voiceless	i	0.185766716	62.8867021	70.2545391
650	1	k	5	velar	voiceless	&	0.105881725	54.80387783	63.84838511
651	10	t	3	alveolar	voiceless	&	0.044962022	56.81791027	59.51378004
652	10	d	6	alveolar	voiced	i	0.02764772	70.69705253	71.98227204
653	12	b	4	bilabial	voiced	i	0.068560303	65.56579529	64.8500995
654	12	b	1	bilabial	voiced	&	0.059828028	70.5277466	73.73778582
655	1	k	5	velar	voiceless	i	0.122820786	62.50242388	59.87875004
656	4	p	5	bilabial	voiceless	&	0.078144838	67.27958131	70.84018192
657	6	t	1	alveolar	voiceless	u	0.059206097	64.45211834	70.04113516
658	2	t	5	alveolar	voiceless	i	0.073008728	65.23204877	80.19404499
659	10	p	1	bilabial	voiceless	i	0.073764979	56.08660199	57.20016725
660	10	b	3	bilabial	voiced	i	0.066231857	72.68971719	70.03489164
661	12	t	2	alveolar	voiceless	&	0.044854376	55.30465615	51.33711547
662	3	d	5	alveolar	voiced	&	0.030853197	73.64167302	77.41499704
663	12	p	6	bilabial	voiceless	i	0.070033998	62.87966179	56.74822976
664	4	b	5	bilabial	voiced	&	0.039655668	77.36512204	78.97970557
665	5	k	1	velar	voiceless	u	0.04781975	60.07004996	43.82004126
666	6	p	1	bilabial	voiceless	i	0.080770933	69.47022468	72.6639831
667	8	g	1	velar	voiced	u	0.074647892	73.2421347	67.95307052
668	1	g	4	velar	voiced	a	0.152487593	74.66027021	71.90492585
669	11	d	1	alveolar	voiced	i	0.035679882	72.2191469	67.77351843
670	4	d	1	alveolar	voiced	u	0.040641249	71.556435	63.7317794
671	9	t	4	alveolar	voiceless	&	0.031811216	72.326309	65.09459729
672	8	d	4	alveolar	voiced	&	0.039566272	78.72394682	79.05426925
673	4	t	6	alveolar	voiceless	i	0.070324641	67.33247164	65.1645328
674	6	k	4	velar	voiceless	u	0.068312526	57.76105292	66.4075021
675	5	p	5	bilabial	voiceless	&	0.068009728	63.81255888	64.7026186
676	3	g	1	velar	voiced	a	0.03406255	68.39017472	74.48482095
677	6	d	5	alveolar	voiced	&	0.036091776	69.86467952	76.46209621
678	5	d	2	alveolar	voiced	&	0.043484855	73.04541533	76.40769454
679	8	k	3	velar	voiceless	&	0.044479143	58.951345	64.30062603
680	1	d	6	alveolar	voiced	a	0.04385767	68.31413175	72.70781011
681	9	p	1	bilabial	voiceless	u	0.052736136	59.4775265	66.01322489
682	11	t	3	alveolar	voiceless	i	0.04036763	67.15347257	66.7947919
683	4	d	5	alveolar	voiced	a	0.022862494	76.85837573	76.73898817
684	12	k	6	velar	voiceless	a	0.105435779	64.16917617	74.52356134
685	5	d	1	alveolar	voiced	i	0.053210437	68.98512426	74.048582
686	10	b	6	bilabial	voiced	&	0.046216447	66.89523089	71.37887699
687	5	t	6	alveolar	voiceless	&	0.04414932	58.54401937	46.51297339
688	2	p	2	bilabial	voiceless	a	0.062181117	61.50423456	68.31518935
689	8	t	2	alveolar	voiceless	i	0.027573946	64.71540291	63.1828158
690	10	b	4	bilabial	voiced	i	0.043716191	69.80695391	73.22569701
691	9	p	2	bilabial	voiceless	a	0.092691277	67.46312321	70.29239709
692	3	g	1	velar	voiced	u	0.040183684	70.02490171	67.97255003
693	4	t	5	alveolar	voiceless	a	0.060032635	60.6634662	65.91185734
694	5	k	5	velar	voiceless	&	0.066254067	57.35297277	45.4570099
695	2	d	6	alveolar	voiced	u	0.099729504	70.62428641	75.15426299
696	2	g	6	velar	voiced	u	0.092297808	66.24127245	63.91690362
697	2	d	2	alveolar	voiced	&	0.068747154	71.51394672	79.42958883
698	11	g	5	velar	voiced	a	0.058134798	66.02934844	67.91533193
699	1	b	6	bilabial	voiced	a	0.084138598	69.35753803	76.31342061
700	6	d	6	alveolar	voiced	&	0.045536811	70.83439232	78.20596659
701	3	p	5	bilabial	voiceless	u	0.047840232	67.13670108	56.868853
702	4	t	3	alveolar	voiceless	&	0.055251734	59.56084851	67.4284646
703	9	k	3	velar	voiceless	i	0.052686637	52.51719623	46.74846024
704	8	t	4	alveolar	voiceless	&	0.052232255	62.76866026	65.91288392
705	2	d	1	alveolar	voiced	i	0.073812946	70.29826748	77.16378238
706	3	k	6	velar	voiceless	i	0.036105639	64.43843501	61.07064693
707	6	b	2	bilabial	voiced	a	0.051493793	73.80222807	75.51297836
708	12	b	2	bilabial	voiced	i	0.069979684	68.84949559	74.23523063
709	8	p	4	bilabial	voiceless	i	0.070347668	65.2755686	69.04253292
710	12	g	2	velar	voiced	a	0.035520423	72.00221082	74.14430204
711	5	b	6	bilabial	voiced	i	0.063106054	68.64072354	73.15781559
712	10	t	3	alveolar	voiceless	i	0.111011924	62.7976588	73.87586299
713	6	p	3	bilabial	voiceless	a	0.079124054	70.99433697	74.06022267
714	2	g	4	velar	voiced	&	0.054692218	67.32283078	64.75513085
715	1	t	3	alveolar	voiceless	a	0.098560373	64.27903785	69.77999758
716	4	g	5	velar	voiced	&	0.037608142	76.73396682	78.4029767
717	3	t	5	alveolar	voiceless	u	0.055137539	70.22683902	68.20391035
718	9	p	2	bilabial	voiceless	u	0.045995446	62.94681546	62.47749026
719	5	g	5	velar	voiced	i	0.058780965	62.39519431	69.57461313
720	1	p	5	bilabial	voiceless	&	0.094411918	59.41066447	62.09461295
721	11	b	2	bilabial	voiced	a	0.075510777	68.44724716	74.43705363
722	5	k	1	velar	voiceless	u	0.038389883	63.89049524	50.72825467
723	11	d	4	alveolar	voiced	u	0.055375317	74.51391412	75.75052707
724	12	k	3	velar	voiceless	i	0.058308355	51.84740652	57.1998221
725	1	b	6	bilabial	voiced	i	0.114930735	72.98752371	72.56686994
726	4	k	5	velar	voiceless	&	0.073939276	59.42491191	72.49178829
727	12	d	3	alveolar	voiced	u	0.048701803	69.5738173	69.64667387
728	8	p	3	bilabial	voiceless	u	0.053822239	65.18485745	70.2938791
729	5	t	5	alveolar	voiceless	&	0.045367994	66.65830518	66.62867934
730	11	g	3	velar	voiced	u	0.050437649	68.91444592	66.83795634
731	10	p	2	bilabial	voiceless	i	0.063810346	58.52071947	70.98998089
732	4	b	4	bilabial	voiced	u	0.061393533	75.11408521	78.94571341
733	11	p	2	bilabial	voiceless	i	0.08801267	66.61166564	79.04944314
734	8	k	2	velar	voiceless	a	0.054905363	55.59150933	59.79249705
735	11	t	3	alveolar	voiceless	u	0.076689398	64.45855046	65.45071951
736	2	k	6	velar	voiceless	&	0.072442322	61.37288746	65.20460448
737	2	t	4	alveolar	voiceless	a	0.068742413	63.6798093	73.13567071
738	1	t	5	alveolar	voiceless	&	0.080675934	61.40817852	65.4921115
739	8	b	4	bilabial	voiced	u	0.061364988	72.94123666	77.09855381
740	4	k	6	velar	voiceless	&	0.072256192	64.22206363	78.25261036
741	6	g	2	velar	voiced	u	0.098807498	61.43375447	69.67139235
743	5	d	5	alveolar	voiced	&	0.044116367	73.70376871	76.11383139
744	10	p	2	bilabial	voiceless	a	0.06094739	57.08936561	50.75520314
745	3	t	3	alveolar	voiceless	u	0.058818381	69.47569664	63.38108127
746	3	t	1	alveolar	voiceless	i	0.057777362	63.76940861	68.41806859
747	8	k	5	velar	voiceless	u	0.079554215	66.42564743	68.03532335
748	12	p	3	bilabial	voiceless	a	0.0748679	58.98309862	62.85155017
749	11	p	2	bilabial	voiceless	i	0.108554402	63.08469498	76.3984339
750	8	g	2	velar	voiced	u	0.043889953	72.38878846	67.37541641
751	4	b	5	bilabial	voiced	&	0.034595252	75.32623451	78.00799324
752	5	b	3	bilabial	voiced	u	0.087377195	66.3597166	71.44836373
753	10	g	3	velar	voiced	i	0.067387763	66.02978755	68.17580967
754	11	d	1	alveolar	voiced	u	0.03823473	71.78046578	74.8483666
755	12	d	1	alveolar	voiced	&	0.015403323	75.14144545	77.16382248
756	4	g	4	velar	voiced	&	0.034677531	75.97396691	77.85751163
