tokenID	talker	consonant	repetition	place	voicing	vowel	closureDur	closureInt	burstInt
757	11	b	4	bilabial	voiced	i	0.05588861	75.70575598	79.38501436
758	12	t	5	alveolar	voiceless	a	0.044046091	62.70021971	61.25399867
759	10	t	3	alveolar	voiceless	a	0.031118277	53.60867091	50.4366591
760	12	d	1	alveolar	voiced	a	0.022236955	67.31454577	69.66526351
761	11	p	5	bilabial	voiceless	a	0.1088445	65.09190213	76.63474526
762	6	k	6	velar	voiceless	i	0.055261883	52.78019412	60.91733351
763	11	t	3	alveolar	voiceless	a	0.054547184	59.64484096	63.63924795
764	6	d	3	alveolar	voiced	i	0.034524825	66.94352789	67.11415583
765	10	d	4	alveolar	voiced	&	0.015163241	67.65975088	69.70544304
766	4	g	1	velar	voiced	a	0.033923658	76.44610109	79.94261335
767	4	p	1	bilabial	voiceless	u	0.049935965	69.27183624	63.21950785
768	5	b	6	bilabial	voiced	&	0.062988822	68.83238103	75.73923361
769	11	t	5	alveolar	voiceless	u	0.063502847	58.93887651	62.84234371
770	5	g	4	velar	voiced	u	0.065949789	73.87550846	75.96222268
771	9	g	1	velar	voiced	i	0.061161813	73.19706695	78.74050906
772	4	p	2	bilabial	voiceless	&	0.049288343	67.01261692	70.24435325
773	11	g	3	velar	voiced	u	0.089931019	68.83760448	69.5416457
774	6	b	3	bilabial	voiced	u	0.047516324	67.32581979	56.86636249
775	10	t	6	alveolar	voiceless	u	0.046747349	56.29964201	60.27746857
776	8	g	4	velar	voiced	i	0.065169932	64.56519382	61.155671
777	10	d	1	alveolar	voiced	i	0.027669113	64.48032949	66.66366049
778	2	b	4	bilabial	voiced	&	0.079806439	69.37303116	78.47355846
779	9	t	4	alveolar	voiceless	&	0.02109665	74.60851704	61.7559084
780	12	p	6	bilabial	voiceless	i	0.07764429	61.85265555	66.72941437
781	10	b	5	bilabial	voiced	u	0.076573971	66.60784793	70.77550718
782	8	t	1	alveolar	voiceless	u	0.044405209	67.52955084	62.53643176
783	9	p	6	bilabial	voiceless	a	0.07712029	70.30542746	75.85538369
784	10	d	1	alveolar	voiced	i	0.033847327	72.57341428	74.23702327
785	12	k	3	velar	voiceless	i	0.05343664	51.25669492	51.99218924
786	4	k	5	velar	voiceless	u	0.055015272	64.18389994	57.61089618
787	12	g	3	velar	voiced	a	0.036449909	66.77354328	70.67428481
788	3	k	4	velar	voiceless	a	0.033288806	59.58644192	66.2014034
789	12	t	2	alveolar	voiceless	&	0.043020201	59.76578016	59.55587098
790	9	b	3	bilabial	voiced	&	0.046538198	74.80940078	77.73196027
791	3	t	4	alveolar	voiceless	&	0.038034559	63.76688948	64.48814124
792	9	g	5	velar	voiced	&	0.032996405	73.11396832	77.31127722
793	4	p	5	bilabial	voiceless	a	0.050154591	69.4308761	72.48159497
794	12	k	2	velar	voiceless	&	0.050788382	57.35222211	48.34906856
795	6	b	1	bilabial	voiced	u	0.053430616	68.06491508	68.16260119
796	3	t	4	alveolar	voiceless	i	0.020840218	70.98945093	67.71659539
797	6	b	4	bilabial	voiced	u	0.07048048	68.96949909	68.27229576
798	9	t	4	alveolar	voiceless	u	0.036489331	65.90494629	70.63428916
799	3	t	3	alveolar	voiceless	&	0.055524962	68.20407208	65.04785058
800	6	t	1	alveolar	voiceless	u	0.037160494	62.13903063	67.04962432
801	6	d	6	alveolar	voiced	u	0.040001778	67.96665479	68.39297658
802	5	b	4	bilabial	voiced	&	0.052099013	70.06229604	74.18248682
803	8	b	2	bilabial	voiced	i	0.059097283	73.13511376	71.61168235
804	3	p	4	bilabial	voiceless	i	0.066248165	67.79314496	73.60893621
805	6	g	2	velar	voiced	u	0.047241623	63.75612905	64.34895173
806	9	g	3	velar	voiced	&	0.047345439	66.80323958	68.68809295
807	2	g	5	velar	voiced	a	0.074770313	63.70429198	74.1392358
808	2	k	6	velar	voiceless	i	0.072539597	57.95538953	56.88861334
809	6	k	1	velar	voiceless	i	0.069195191	50.08897852	59.27326825
810	5	p	6	bilabial	voiceless	a	0.065906136	65.76265533	64.12078565
811	4	d	3	alveolar	voiced	a	0.034700669	76.52010772	78.52837226
812	4	t	2	alveolar	voiceless	i	0.056210074	64.38580137	63.9540672
813	9	t	3	alveolar	voiceless	u	0.025315193	62.53083155	64.21172207
814	2	t	3	alveolar	voiceless	&	0.078223659	68.2561472	74.80884612
815	11	k	1	velar	voiceless	a	0.094243949	55.42060412	69.42485724
816	12	g	1	velar	voiced	i	0.048436503	66.98068512	71.85214343
817	5	d	5	alveolar	voiced	i	0.046513362	71.04998441	75.99309453
818	10	k	2	velar	voiceless	&	0.04059931	54.10705317	58.61510646
819	11	g	4	velar	voiced	&	0.039848895	63.11991623	51.4348316
820	11	b	4	bilabial	voiced	u	0.055442878	75.67662235	76.89139207
821	6	b	3	bilabial	voiced	a	0.042602249	74.43504645	77.80440072
822	11	g	2	velar	voiced	u	0.069297384	75.11502419	80.9950873
823	10	p	3	bilabial	voiceless	&	0.065166289	53.78103341	51.30737763
824	11	g	2	velar	voiced	a	0.065628203	68.80899262	67.39827953
825	1	k	2	velar	voiceless	i	0.093297379	56.71873291	53.7666595
826	11	k	1	velar	voiceless	u	0.063988573	65.25708368	64.72596486
827	8	p	4	bilabial	voiceless	u	0.051048827	67.69720492	65.52066068
828	8	k	1	velar	voiceless	a	0.045204891	57.69810933	62.80698823
829	3	d	2	alveolar	voiced	i	0.042851492	70.36166356	66.46566541
830	10	k	3	velar	voiceless	u	0.056534248	61.86801179	54.33436189
831	6	t	4	alveolar	voiceless	a	0.043330554	64.89021449	66.53812882
832	8	p	4	bilabial	voiceless	a	0.058304761	64.69763806	72.57755018
833	4	d	3	alveolar	voiced	i	0.056908719	71.57268548	71.0085039
834	10	t	5	alveolar	voiceless	i	0.019450853	54.34901783	49.76618384
835	12	t	6	alveolar	voiceless	a	0.056449268	60.23282439	63.88812768
836	3	p	2	bilabial	voiceless	a	0.080826651	69.44867321	72.79297513
837	11	p	1	bilabial	voiceless	u	0.099254557	68.24614505	70.41813428
838	8	t	6	alveolar	voiceless	&	0.045667955	68.69241561	64.29124838
839	11	d	6	alveolar	voiced	a	0.037383645	70.31407628	74.82802353
840	1	p	1	bilabial	voiceless	i	0.105570071	69.58399137	71.80686341
841	2	g	1	velar	voiced	u	0.101377504	65.11205012	65.34684179
842	12	d	4	alveolar	voiced	u	0.052453465	69.41871065	66.09447026
843	2	p	3	bilabial	voiceless	u	0.085316793	69.28039931	68.72991042
844	5	p	6	bilabial	voiceless	&	0.102062915	65.63710496	76.35172068
845	1	d	5	alveolar	voiced	a	0.053817588	71.99112332	75.77723314
846	8	b	4	bilabial	voiced	a	0.043900667	69.41713121	75.34157643
847	4	d	1	alveolar	voiced	a	0.028852377	75.22224192	73.10150013
848	5	b	3	bilabial	voiced	a	0.057240555	68.92057243	76.19151736
849	1	p	4	bilabial	voiceless	i	0.105490924	76.94105732	88.95904171
850	8	t	2	alveolar	voiceless	u	0.050596131	71.64089271	67.59077357
851	10	k	2	velar	voiceless	i	0.039792081	45.45864716	48.70035592
852	6	p	5	bilabial	voiceless	&	0.075600796	71.35483386	77.58514728
853	4	b	3	bilabial	voiced	u	0.106158133	62.83834958	74.32645459
854	6	p	3	bilabial	voiceless	i	0.084515831	66.99367646	71.5836769
855	10	k	4	velar	voiceless	&	0.089165224	58.07731679	70.19782884
856	5	t	4	alveolar	voiceless	i	0.060843448	52.19405314	58.49211917
857	3	p	5	bilabial	voiceless	u	0.053081543	70.42276329	73.10547032
858	10	b	2	bilabial	voiced	u	0.039910426	66.27948012	67.9812872
859	9	k	2	velar	voiceless	a	0.032042695	60.51822716	53.72954636
860	12	g	6	velar	voiced	&	0.04694085	66.62345371	72.1038656
861	6	b	4	bilabial	voiced	i	0.07254731	69.93135581	65.64544218
862	1	b	1	bilabial	voiced	u	0.10444055	70.56910897	83.58110848
863	8	p	3	bilabial	voiceless	&	0.043748924	67.96959354	63.64027284
864	11	b	1	bilabial	voiced	&	0.054719745	69.81414625	76.06369849
865	8	k	6	velar	voiceless	&	0.043897687	61.00336071	68.86640242
866	2	b	6	bilabial	voiced	a	0.063187558	71.3531719	73.04793284
867	6	k	1	velar	voiceless	a	0.062008829	61.46451791	68.4686067
868	6	p	4	bilabial	voiceless	&	0.070509211	76.30011955	72.81959201
869	11	p	1	bilabial	voiceless	a	0.111951661	65.05535948	76.56489205
870	9	t	4	alveolar	voiceless	a	0.028558389	74.58746691	62.4086723
871	10	t	2	alveolar	voiceless	&	0.051804611	56.81133081	59.00697427
872	10	t	3	alveolar	voiceless	a	0.063610404	58.73768571	57.52175215
873	4	t	6	alveolar	voiceless	&	0.065516145	69.58531153	62.63434336
874	8	p	6	bilabial	voiceless	u	0.067950166	64.95043096	73.99737654
875	11	d	5	alveolar	voiced	&	0.021173223	69.08822975	73.73420041
876	11	b	3	bilabial	voiced	u	0.066152004	72.54007992	75.47389203
877	1	g	5	velar	voiced	i	0.111616688	73.42192098	62.74010472
878	10	g	1	velar	voiced	a	0.054075733	70.45758617	71.22061918
879	12	b	4	bilabial	voiced	u	0.051462736	69.29933677	74.15791157
880	11	t	6	alveolar	voiceless	a	0.059375331	61.4762471	63.40851215
881	1	k	6	velar	voiceless	u	0.093679664	56.21913626	60.34049041
882	2	b	3	bilabial	voiced	u	0.080457988	73.61690595	71.05225371
883	8	k	5	velar	voiceless	i	0.05719896	63.5360781	54.95595379
884	1	k	5	velar	voiceless	i	0.160294675	55.77674061	67.70795382
885	12	d	6	alveolar	voiced	i	0.041717555	68.12859873	72.35177094
886	6	g	5	velar	voiced	&	0.048318225	68.38417713	73.70589082
887	11	d	1	alveolar	voiced	u	0.038077487	73.00507805	73.33890268
888	3	k	1	velar	voiceless	u	0.044536535	68.8628579	59.64205623
889	4	t	6	alveolar	voiceless	&	0.053904006	62.27159958	62.4104093
890	9	k	2	velar	voiceless	&	0.052003821	59.26561234	60.45616648
891	12	g	1	velar	voiced	a	0.045864171	67.43664843	72.36555926
892	2	p	2	bilabial	voiceless	i	0.115597712	64.12359322	73.94907388
893	4	t	2	alveolar	voiceless	a	0.05586164	61.80547675	67.26327244
894	8	g	2	velar	voiced	i	0.080089651	65.08944927	63.84355528
895	8	g	1	velar	voiced	a	0.059743706	71.26118276	65.20771542
896	3	g	2	velar	voiced	u	0.053931454	70.25169434	74.94561746
897	8	d	2	alveolar	voiced	&	0.028383811	72.36181082	75.09711296
898	6	g	3	velar	voiced	a	0.049756522	66.96488899	72.71555079
899	11	k	1	velar	voiceless	&	0.051428789	53.82422829	56.14779879
900	10	t	6	alveolar	voiceless	&	0.042237065	60.14644684	57.69324953
901	4	p	4	bilabial	voiceless	i	0.072365359	69.41897607	61.31535389
902	8	p	4	bilabial	voiceless	u	0.059062201	67.79525655	64.16263974
903	3	t	1	alveolar	voiceless	a	0.040582263	67.60540511	65.64487373
904	10	p	4	bilabial	voiceless	a	0.090687035	59.1155933	59.78660928
905	3	b	2	bilabial	voiced	a	0.039381385	70.28938634	65.77874031
906	12	k	5	velar	voiceless	i	0.055978928	47.56932394	48.02470445
907	9	g	2	velar	voiced	i	0.056238989	72.80606297	75.19854953
908	2	g	4	velar	voiced	u	0.104039707	66.18025189	68.41316772
909	12	d	6	alveolar	voiced	u	0.037785684	69.98077261	70.94635214
910	11	t	1	alveolar	voiceless	&	0.043436473	60.7254765	62.08803951
911	4	k	3	velar	voiceless	i	0.079915491	58.04391838	63.9077026
912	1	b	5	bilabial	voiced	&	0.07819933	71.69547658	76.42346424
913	4	k	3	velar	voiceless	&	0.09281172	62.63844861	75.76881022
914	12	p	4	bilabial	voiceless	i	0.064137062	56.16513014	55.94003557
915	1	t	4	alveolar	voiceless	u	0.102963239	64.11631389	70.46624985
916	3	p	3	bilabial	voiceless	i	0.047661099	64.44457635	68.60348066
917	5	g	3	velar	voiced	&	0.039553594	75.2348905	75.75799846
918	2	p	5	bilabial	voiceless	i	0.108497941	63.67800832	73.32398018
919	10	b	4	bilabial	voiced	i	0.047469874	70.72936557	72.94056085
920	12	k	4	velar	voiceless	u	0.066590968	60.15143167	60.2537098
921	8	t	6	alveolar	voiceless	&	0.041656062	64.71690772	64.2691176
922	3	b	6	bilabial	voiced	a	0.05019494	71.45087235	70.85875634
923	3	d	1	alveolar	voiced	i	0.049405111	68.22373954	72.12028399
924	10	t	5	alveolar	voiceless	a	0.03722135	58.54789173	54.38896425
925	3	t	4	alveolar	voiceless	a	0.03509375	68.18919615	63.17106896
926	12	d	2	alveolar	voiced	&	0.015057855	77.45917571	78.61145116
927	8	k	1	velar	voiceless	u	0.05209235	68.14815083	58.80838288
928	8	k	6	velar	voiceless	i	0.092764746	64.72006564	68.98479401
929	8	d	6	alveolar	voiced	i	0.03333544	70.78855881	67.42725452
930	3	d	1	alveolar	voiced	&	0.017130762	71.91179352	71.48455705
931	11	b	3	bilabial	voiced	&	0.049560551	62.54459576	61.95053998
932	5	b	6	bilabial	voiced	&	0.070772691	67.84629421	74.50320938
933	12	g	4	velar	voiced	u	0.090921769	65.62861143	70.92846445
934	6	d	2	alveolar	voiced	&	0.032590245	69.58456002	78.41146494
935	5	t	4	alveolar	voiceless	i	0.067417902	51.9720139	53.75615819
936	6	t	1	alveolar	voiceless	a	0.048950113	64.4007363	71.69382101
937	12	t	4	alveolar	voiceless	i	0.018137917	74.15920966	75.92146926
938	5	b	6	bilabial	voiced	i	0.05969915	65.0433668	72.18530393
939	4	d	4	alveolar	voiced	i	0.055020605	74.21664922	77.9757418
940	1	p	5	bilabial	voiceless	&	0.110794156	61.39146765	73.68466015
941	4	d	4	alveolar	voiced	a	0.022984066	75.75402418	77.11769902
942	1	d	4	alveolar	voiced	&	0.046607923	74.56661188	77.33665468
943	1	k	1	velar	voiceless	&	0.087155795	57.54296421	63.63313424
944	9	p	5	bilabial	voiceless	u	0.069727259	69.3627708	73.73195968
945	10	d	5	alveolar	voiced	a	0.020981062	70.20064319	72.9823037
946	1	t	5	alveolar	voiceless	&	0.060871047	62.05116619	61.78925537
947	8	b	4	bilabial	voiced	&	0.059195366	68.80195945	75.742416
948	8	g	6	velar	voiced	u	0.051288603	74.13033331	74.13100225
949	1	p	2	bilabial	voiceless	u	0.118702917	65.79835079	80.63788569
950	1	k	5	velar	voiceless	u	0.07544499	54.7197651	62.16456123
951	3	d	4	alveolar	voiced	a	0.029288375	74.97266387	78.54090677
952	6	p	4	bilabial	voiceless	u	0.062499897	66.84847841	65.24986913
953	6	k	5	velar	voiceless	&	0.051389449	59.78902075	67.7346617
954	2	t	1	alveolar	voiceless	u	0.098513526	64.85572894	73.07679338
955	9	d	2	alveolar	voiced	u	0.025915827	70.64451641	70.20708136
956	6	b	1	bilabial	voiced	i	0.084344073	66.97472198	71.96811325
957	4	b	1	bilabial	voiced	i	0.046636733	74.64179414	78.66478475
958	11	p	5	bilabial	voiceless	&	0.093869719	57.21272445	72.22500989
959	4	g	3	velar	voiced	&	0.045746998	76.73575458	78.2951619
960	3	k	3	velar	voiceless	u	0.046125888	66.42393447	58.12371812
961	6	k	4	velar	voiceless	a	0.05821166	59.18128832	67.26888315
962	10	t	5	alveolar	voiceless	i	0.030142769	61.96780798	54.22803924
963	3	t	5	alveolar	voiceless	i	0.049586115	63.88096228	65.6443693
964	9	b	3	bilabial	voiced	i	0.057005672	73.82156007	76.89129405
965	12	b	3	bilabial	voiced	a	0.029414279	66.55689762	68.17261712
966	6	t	3	alveolar	voiceless	i	0.058047336	64.58754329	70.7419547
967	5	b	4	bilabial	voiced	u	0.080764776	70.78217353	75.8218925
968	3	p	3	bilabial	voiceless	&	0.069414235	65.45459173	72.59800587
969	2	t	1	alveolar	voiceless	u	0.063992416	61.75181062	56.245595
970	9	k	5	velar	voiceless	&	0.060661124	64.71884243	69.56944121
971	9	t	4	alveolar	voiceless	a	0.045523364	70.19716635	61.56328399
972	10	g	1	velar	voiced	a	0.036924432	73.16449116	75.51147307
973	5	p	5	bilabial	voiceless	u	0.090513118	60.70967726	53.33027109
974	11	k	3	velar	voiceless	i	0.077074	65.65067139	63.52735808
975	8	g	5	velar	voiced	i	0.069231069	68.08146933	65.53945678
976	6	g	6	velar	voiced	u	0.05986868	66.21378421	62.78222836
977	4	b	2	bilabial	voiced	a	0.056898301	76.54468542	79.13805267
978	6	t	3	alveolar	voiceless	u	0.045631099	62.26835674	70.49834362
979	2	k	5	velar	voiceless	i	0.083747851	54.29776163	63.87734628
980	3	d	5	alveolar	voiced	i	0.037191928	73.13247659	76.56113223
981	11	p	1	bilabial	voiceless	u	0.055376588	69.58071825	74.73083369
982	5	p	6	bilabial	voiceless	i	0.060728921	60.60862311	63.10664918
983	11	d	1	alveolar	voiced	i	0.025616658	70.62511374	68.22439587
984	11	p	5	bilabial	voiceless	i	0.104272208	65.64812688	77.85348275
985	4	t	3	alveolar	voiceless	u	0.070679642	61.95027996	60.59686984
986	9	g	2	velar	voiced	i	0.057559243	67.3859519	72.56873298
987	10	k	6	velar	voiceless	a	0.054327078	66.65243805	70.04344298
988	5	b	2	bilabial	voiced	u	0.044341629	70.44600668	71.89249613
989	11	b	1	bilabial	voiced	u	0.047438921	73.95217462	78.47451227
990	3	b	4	bilabial	voiced	&	0.039718555	64.73273553	67.01310702
991	9	d	2	alveolar	voiced	a	0.020949687	76.8775527	80.45809931
992	9	k	5	velar	voiceless	&	0.050732328	61.64591054	63.8904339
993	6	t	4	alveolar	voiceless	a	0.033254889	66.0671457	71.41201521
994	12	p	1	bilabial	voiceless	u	0.075383408	66.09771688	66.68370219
995	8	g	2	velar	voiced	a	0.036285646	67.36140605	51.18017344
996	2	g	6	velar	voiced	&	0.059420386	68.21799633	69.06798569
997	4	p	2	bilabial	voiceless	&	0.053866851	67.78611381	60.45781727
998	5	b	3	bilabial	voiced	a	0.047296273	71.89707913	75.59017621
999	5	d	6	alveolar	voiced	u	0.045579661	68.10379831	73.14647508
1000	1	b	4	bilabial	voiced	u	0.087229129	68.90145129	74.10038964
1001	2	p	2	bilabial	voiceless	&	0.085364676	67.73761757	76.00868132
1002	5	t	2	alveolar	voiceless	&	0.034376817	73.27325482	74.87096315
1003	9	t	1	alveolar	voiceless	i	0.052968745	67.84660696	67.81088024
1004	8	d	3	alveolar	voiced	i	0.045942752	74.86064402	74.69712247
1005	3	t	4	alveolar	voiceless	u	0.065366335	67.67838747	68.53030691
1006	3	k	2	velar	voiceless	u	0.041308948	69.76509741	54.80142467
1007	10	d	2	alveolar	voiced	u	0.055720213	68.80631616	72.47637808
1008	1	t	5	alveolar	voiceless	i	0.048610218	55.9202075	67.71621743
1009	3	t	4	alveolar	voiceless	&	0.059023628	67.98291597	74.99339503
1010	4	g	4	velar	voiced	u	0.097603621	64.2913925	67.96368104
1011	4	p	4	bilabial	voiceless	a	0.043460106	69.63645667	72.61600295
1012	3	g	4	velar	voiced	u	0.056156596	73.01438089	75.75469069
1013	2	t	3	alveolar	voiceless	&	0.069748878	69.40596336	75.88980154
1014	3	k	2	velar	voiceless	i	0.042748116	56.93644484	57.1755014
1015	12	p	4	bilabial	voiceless	u	0.068633409	60.8473324	51.05755829
1016	6	g	3	velar	voiced	a	0.050832736	70.47319186	76.27142483
1017	5	k	4	velar	voiceless	a	0.110390912	66.57917386	77.72557143
1018	10	p	1	bilabial	voiceless	&	0.059354314	54.59135173	54.62162129
1019	5	t	5	alveolar	voiceless	&	0.051227624	72.27299496	76.17738993
1020	1	d	5	alveolar	voiced	u	0.075388809	71.36644886	70.71832642
1021	4	d	1	alveolar	voiced	&	0.009156886	77.15723373	78.05520339
1022	2	k	2	velar	voiceless	u	0.08813868	64.71585346	56.39084824
1023	4	k	1	velar	voiceless	&	0.043719176	60.32212596	58.675138
1024	2	t	1	alveolar	voiceless	a	0.073083338	70.10655114	75.9135123
1025	1	d	3	alveolar	voiced	i	0.093582043	71.74306574	73.45522793
1026	3	d	1	alveolar	voiced	i	0.05202869	69.73895136	68.96486445
1027	4	p	2	bilabial	voiceless	a	0.091959201	61.62115855	65.37657889
1028	1	t	2	alveolar	voiceless	&	0.091084457	59.74159962	63.71548854
1029	8	b	6	bilabial	voiced	u	0.04389	73.80126088	74.54880002
1030	1	t	5	alveolar	voiceless	&	0.104653937	62.11863066	65.56740631
1031	11	d	5	alveolar	voiced	i	0.049854146	75.1070078	80.07876898
1032	6	k	2	velar	voiceless	&	0.066330827	60.79991186	68.7183384
1033	2	g	4	velar	voiced	a	0.06070265	64.10169967	72.42015782
1034	2	k	1	velar	voiceless	i	0.057121268	53.14453701	55.65574012
1035	4	t	4	alveolar	voiceless	u	0.034823927	68.90888657	61.56650619
1036	1	b	1	bilabial	voiced	&	0.074768648	71.38477045	75.14852142
1037	11	t	5	alveolar	voiceless	a	0.056096394	61.37567157	63.87797762
1038	3	k	5	velar	voiceless	a	0.041833055	66.61456452	54.79121523
1039	10	k	2	velar	voiceless	i	0.089120304	59.85456475	71.73793284
1040	3	b	2	bilabial	voiced	u	0.059553787	71.46093925	77.33297851
1041	3	b	6	bilabial	voiced	i	0.047323925	73.64775851	77.10176011
1042	10	t	6	alveolar	voiceless	a	0.040511951	53.32749818	55.06328108
1043	10	p	5	bilabial	voiceless	i	0.082548998	56.32404936	67.53381707
1044	5	k	2	velar	voiceless	i	0.068301511	53.31366476	57.56990332
1045	1	p	2	bilabial	voiceless	&	0.096946818	62.69052768	62.42073701
1046	8	k	5	velar	voiceless	i	0.062119452	64.06982892	61.39986286
1047	1	g	1	velar	voiced	u	0.076768707	67.45911004	62.52513994
1048	9	t	5	alveolar	voiceless	i	0.056277811	65.44244033	69.31869851
1049	12	p	3	bilabial	voiceless	u	0.075094317	63.31825508	61.49752518
1050	2	t	4	alveolar	voiceless	a	0.07802991	66.41844588	73.65040172
1051	11	g	1	velar	voiced	u	0.078730685	72.35037778	70.58604336
1052	8	t	5	alveolar	voiceless	u	0.057749226	67.50021015	62.99631631
1053	3	g	5	velar	voiced	i	0.057186867	71.26700599	73.7914379
1054	6	p	4	bilabial	voiceless	i	0.08278679	68.27736677	75.7014715
1055	5	k	5	velar	voiceless	a	0.086732679	70.2418532	73.19747642
1056	3	d	2	alveolar	voiced	&	0.012106149	72.73653674	75.20293491
1057	10	g	1	velar	voiced	u	0.058834854	67.26175141	71.0476175
1058	6	t	2	alveolar	voiceless	&	0.037739775	65.31041723	72.64943354
1059	2	p	1	bilabial	voiceless	a	0.08365972	64.10483528	74.58211889
1060	1	p	5	bilabial	voiceless	a	0.151621911	67.21084435	79.34879522
1061	9	b	6	bilabial	voiced	a	0.049822538	67.39357751	68.69710494
1062	6	t	6	alveolar	voiceless	a	0.045682255	62.14502413	69.93358104
1063	2	k	4	velar	voiceless	&	0.05545404	57.6677777	63.41850363
1064	2	t	2	alveolar	voiceless	i	0.073949888	65.62321493	77.9129353
1065	1	g	2	velar	voiced	i	0.090894487	68.33387881	64.58778636
1066	11	b	4	bilabial	voiced	a	0.08023675	64.00290778	72.8869471
1067	12	b	4	bilabial	voiced	u	0.078755861	70.87054154	69.452411
1068	8	b	4	bilabial	voiced	u	0.075905732	77.00958791	78.1714522
1069	8	k	3	velar	voiceless	i	0.059902304	62.81550882	63.7795766
1070	12	p	2	bilabial	voiceless	a	0.042858307	61.34716048	47.02983871
1071	2	k	3	velar	voiceless	&	0.078146928	64.19590309	69.3027577
1072	8	d	1	alveolar	voiced	u	0.042682685	74.25343105	69.66858277
1073	5	k	4	velar	voiceless	u	0.071728776	63.81531968	48.14995121
1074	1	p	2	bilabial	voiceless	i	0.107086708	65.77520696	72.2414546
1075	11	d	3	alveolar	voiced	u	0.03804398	72.49827281	72.46492987
1076	3	b	4	bilabial	voiced	&	0.0457219	69.97729407	74.07683272
1077	3	g	2	velar	voiced	&	0.039651205	70.27627328	75.30317425
1078	10	t	1	alveolar	voiceless	&	0.086780586	60.26771006	70.95674704
1079	8	k	3	velar	voiceless	a	0.061117171	56.72073096	62.19685672
1080	12	p	2	bilabial	voiceless	u	0.064921759	63.37602952	50.21181744
1081	10	d	2	alveolar	voiced	i	0.040604768	67.3065888	71.66874766
1082	12	k	1	velar	voiceless	u	0.054995183	57.08305493	61.2181429
1083	9	g	5	velar	voiced	u	0.053677235	69.65174435	76.56187712
1084	3	b	5	bilabial	voiced	i	0.049914662	71.2214142	74.18002548
1085	9	g	2	velar	voiced	&	0.046644171	71.56263978	75.88325744
1086	11	k	1	velar	voiceless	i	0.070160687	61.60666325	58.38883302
1087	12	p	4	bilabial	voiceless	a	0.047734984	61.26403889	53.23274335
1088	5	t	6	alveolar	voiceless	&	0.056465222	60.21337253	53.72525967
1089	4	d	4	alveolar	voiced	&	0.007182303	76.16211406	76.77794348
1090	10	d	1	alveolar	voiced	a	0.027044992	70.95085924	74.16956321
1091	3	p	4	bilabial	voiceless	u	0.037520531	71.99442654	57.19992511
1092	10	g	4	velar	voiced	&	0.032600732	70.75674966	72.5652741
1093	11	k	4	velar	voiceless	a	0.06431181	55.69392554	67.47134618
1094	8	b	3	bilabial	voiced	a	0.036875157	76.57452116	79.75323554
1095	3	b	6	bilabial	voiced	i	0.051916721	73.20711124	74.64567893
1096	1	g	3	velar	voiced	a	0.061213523	67.80664405	70.33528876
1097	10	b	6	bilabial	voiced	a	0.054735509	65.99210908	69.74541154
1098	10	k	2	velar	voiceless	i	0.05516325	52.09456637	51.57546558
1099	9	d	6	alveolar	voiced	u	0.024069381	71.13260904	76.05295177
1100	8	p	5	bilabial	voiceless	&	0.063137993	68.20915037	80.33906256
1101	6	t	1	alveolar	voiceless	&	0.06316517	62.85716651	72.40195348
1102	6	p	1	bilabial	voiceless	u	0.063885547	69.30179375	67.55735256
1103	10	t	1	alveolar	voiceless	i	0.039222546	55.74750474	52.84710417
1104	11	g	3	velar	voiced	i	0.094223334	72.58437628	71.7776034
1105	4	b	1	bilabial	voiced	&	0.041723479	76.71614482	77.78483756
1106	1	t	5	alveolar	voiceless	&	0.061662015	64.83760264	65.06619659
1107	5	k	1	velar	voiceless	a	0.04789227	51.60718502	43.34274843
1108	8	g	4	velar	voiced	&	0.034451316	71.48247052	76.25636393
1109	10	g	2	velar	voiced	i	0.063949296	70.49814774	72.80646723
1110	11	k	2	velar	voiceless	&	0.056197897	50.92366435	57.53963005
1111	1	k	2	velar	voiceless	a	0.084392222	56.17811625	67.39952995
1112	3	t	3	alveolar	voiceless	i	0.055013573	66.64538552	66.67425758
1113	1	t	2	alveolar	voiceless	&	0.088383437	63.8804154	67.95118933
1114	3	k	4	velar	voiceless	i	0.037350961	62.94197499	51.87810683
1115	11	d	3	alveolar	voiced	u	0.053575748	72.88583093	66.23163968
1116	11	t	6	alveolar	voiceless	a	0.055440645	59.44601255	58.45528419
1117	6	t	6	alveolar	voiceless	&	0.06815694	66.57806694	70.56870662
1118	12	p	5	bilabial	voiceless	u	0.081331673	61.74270102	59.30115673
1119	3	b	3	bilabial	voiced	u	0.053799845	68.41214272	73.99160469
1120	8	p	6	bilabial	voiceless	i	0.067256147	62.18915373	67.62977685
1121	12	b	3	bilabial	voiced	u	0.054254874	66.58606726	68.75922775
1122	2	d	5	alveolar	voiced	i	0.082533888	70.18746264	76.35404962
1123	1	t	3	alveolar	voiceless	i	0.11542439	66.59440459	70.32878162
1124	6	k	3	velar	voiceless	u	0.058435076	58.66402041	66.71267019
1125	9	d	1	alveolar	voiced	&	0.070218567	70.69712211	70.88390526
1126	9	g	1	velar	voiced	&	0.028378939	73.27267832	75.75314059
1127	3	t	6	alveolar	voiceless	&	0.035953578	69.18680852	64.32534209
1128	10	t	4	alveolar	voiceless	&	0.038847255	56.28165433	55.17659853
1129	9	k	2	velar	voiceless	i	0.05518431	64.33160167	56.86126747
1130	3	p	6	bilabial	voiceless	u	0.061186166	66.05230799	69.22692283
