subject	vot	targetVoicing	continuum	taskRelevance	n1Amplitude	n1Latency	countTargetResponse
17	35	voiced	bilabial	TRUE	-7.5901	46	8
17	35	voiced	alveolar	FALSE	-5.1242	66	0
17	35	voiced	alveolar	TRUE	2.1695	126	1
17	35	voiceless	bilabial	FALSE	-6.425	62	0
17	35	voiceless	bilabial	TRUE	1.4419	122	27
17	35	voiceless	alveolar	FALSE	-1.6628	94	0
17	35	voiceless	alveolar	TRUE	-4.9398	62	33
17	40	voiced	bilabial	FALSE	0.89288	106	0
17	40	voiced	bilabial	TRUE	-8.7347	70	0
17	40	voiced	alveolar	FALSE	-6.8399	102	0
17	40	voiced	alveolar	TRUE	-4.4429	74	0
17	40	voiceless	bilabial	FALSE	-0.22531	106	0
17	40	voiceless	bilabial	TRUE	-3.645	98	18
17	40	voiceless	alveolar	FALSE	-4.1614	94	0
17	40	voiceless	alveolar	TRUE	-2.2159	34	35
18	0	voiced	bilabial	FALSE	-5.113	78	0
18	0	voiced	bilabial	TRUE	-3.0636	110	32
18	0	voiced	alveolar	FALSE	2.7266	122	0
18	0	voiced	alveolar	TRUE	-4.1882	74	33
18	0	voiceless	bilabial	FALSE	-7.7532	82	0
18	0	voiceless	bilabial	TRUE	-4.8397	110	0
18	0	voiceless	alveolar	FALSE	-2.409	102	0
18	0	voiceless	alveolar	TRUE	1.5632	106	0
18	5	voiced	bilabial	FALSE	0.84516	122	0
18	5	voiced	bilabial	TRUE	-4.231	94	24
18	5	voiced	alveolar	FALSE	-1.4689	106	0
18	5	voiced	alveolar	TRUE	-3.6237	82	39
18	5	voiceless	bilabial	FALSE	-4.8095	78	0
18	5	voiceless	bilabial	TRUE	-7.5323	82	1
18	5	voiceless	alveolar	FALSE	-0.72685	90	0
18	5	voiceless	alveolar	TRUE	-4.6457	98	0
18	10	voiced	bilabial	FALSE	-6.624	86	0
18	10	voiced	bilabial	TRUE	-1.8557	102	18
18	10	voiced	alveolar	FALSE	-4.8598	86	0
18	10	voiced	alveolar	TRUE	-1.3908	94	32
18	10	voiceless	bilabial	FALSE	-4.1503	94	0
18	10	voiceless	bilabial	TRUE	-1.7637	98	0
18	10	voiceless	alveolar	FALSE	0.56691	102	0
18	10	voiceless	alveolar	TRUE	1.6808	90	0
18	15	voiced	bilabial	FALSE	-7.3408	82	0
18	15	voiced	bilabial	TRUE	-7.249	94	26
18	15	voiced	alveolar	FALSE	3.3285	98	0
18	15	voiced	alveolar	TRUE	-4.7492	74	29
18	15	voiceless	bilabial	FALSE	-2.3757	98	0
18	15	voiceless	bilabial	TRUE	-5.0185	82	0
18	15	voiceless	alveolar	FALSE	-2.8729	78	0
18	15	voiceless	alveolar	TRUE	-2.2496	86	0
18	20	voiced	bilabial	FALSE	-5.7099	102	1
18	20	voiced	bilabial	TRUE	-2.3801	106	33
18	20	voiced	alveolar	FALSE	-3.1601	86	0
18	20	voiced	alveolar	TRUE	-6.2397	86	26
18	20	voiceless	bilabial	FALSE	-2.5207	98	0
18	20	voiceless	bilabial	TRUE	-1.9948	102	4
18	20	voiceless	alveolar	FALSE	1.1934	102	0
18	20	voiceless	alveolar	TRUE	3.2214	126	6
18	25	voiced	bilabial	FALSE	-2.2152	102	0
18	25	voiced	bilabial	TRUE	0.10408	114	16
18	25	voiced	alveolar	FALSE	-1.2256	110	0
18	25	voiced	alveolar	TRUE	-6.1299	66	9
18	25	voiceless	bilabial	FALSE	-5.2077	106	0
18	25	voiceless	bilabial	TRUE	0.58347	114	16
18	25	voiceless	alveolar	FALSE	-0.047755	106	0
18	25	voiceless	alveolar	TRUE	0.72195	102	17
18	30	voiced	bilabial	FALSE	-7.1969	82	0
18	30	voiced	bilabial	TRUE	-1.8249	114	9
18	30	voiced	alveolar	FALSE	0.18107	102	0
18	30	voiced	alveolar	TRUE	-5.4242	86	3
18	30	voiceless	bilabial	FALSE	2.5821	110	0
18	30	voiceless	bilabial	TRUE	0.44859	106	22
18	30	voiceless	alveolar	FALSE	1.9412	122	0
18	30	voiceless	alveolar	TRUE	-0.34164	102	31
18	35	voiced	bilabial	FALSE	-4.9605	106	0
18	35	voiced	bilabial	TRUE	1.3774	122	8
18	35	voiced	alveolar	FALSE	4.7153	90	0
18	35	voiced	alveolar	TRUE	0.15757	74	2
18	35	voiceless	bilabial	FALSE	-3.2417	106	0
18	35	voiceless	bilabial	TRUE	0.6767	110	15
18	35	voiceless	alveolar	FALSE	1.7864	90	0
18	35	voiceless	alveolar	TRUE	1.1957	106	29
18	40	voiced	bilabial	FALSE	-4.9087	94	0
18	40	voiced	bilabial	TRUE	-0.72508	98	1
18	40	voiced	alveolar	FALSE	-0.28898	102	0
18	40	voiced	alveolar	TRUE	-1.0347	106	0
18	40	voiceless	bilabial	FALSE	-3.9252	94	0
18	40	voiceless	bilabial	TRUE	2.4851	98	26
18	40	voiceless	alveolar	FALSE	-2.1726	102	1
18	40	voiceless	alveolar	TRUE	2.2858	66	29
19	0	voiced	bilabial	FALSE	-6.7994	90	0
19	0	voiced	bilabial	TRUE	-6.7941	94	30
19	0	voiced	alveolar	FALSE	-7.3812	98	1
19	0	voiced	alveolar	TRUE	-6.9489	102	32
19	0	voiceless	bilabial	FALSE	-8.975	94	0
19	0	voiceless	bilabial	TRUE	-11.196	78	8
19	0	voiceless	alveolar	FALSE	-10.392	94	0
19	0	voiceless	alveolar	TRUE	-9.4733	98	0
19	5	voiced	bilabial	FALSE	-4.8723	110	0
19	5	voiced	bilabial	TRUE	-6.6209	110	25
19	5	voiced	alveolar	FALSE	-6.0274	110	0
19	5	voiced	alveolar	TRUE	-10.582	98	29
19	5	voiceless	bilabial	FALSE	-11.392	102	0
19	5	voiceless	bilabial	TRUE	-9.3221	98	15
19	5	voiceless	alveolar	FALSE	-7.8504	94	0
19	5	voiceless	alveolar	TRUE	-8.9098	82	1
19	10	voiced	bilabial	FALSE	-8.6478	90	0
19	10	voiced	bilabial	TRUE	-7.7594	98	20
19	10	voiced	alveolar	FALSE	-9.3966	94	0
19	10	voiced	alveolar	TRUE	-5.9095	94	40
19	10	voiceless	bilabial	FALSE	-11.18	98	0
19	10	voiceless	bilabial	TRUE	-6.9802	90	19
19	10	voiceless	alveolar	FALSE	-10.879	90	0
19	10	voiceless	alveolar	TRUE	-11.735	94	0
19	15	voiced	bilabial	FALSE	-5.4606	106	0
19	15	voiced	bilabial	TRUE	-9.1316	86	18
19	15	voiced	alveolar	FALSE	-9.8699	86	0
19	15	voiced	alveolar	TRUE	-7.8026	94	38
19	15	voiceless	bilabial	FALSE	-8.0263	102	0
19	15	voiceless	bilabial	TRUE	-4.4	110	18
19	15	voiceless	alveolar	FALSE	-11.706	90	0
19	15	voiceless	alveolar	TRUE	-13.264	86	11
19	20	voiced	bilabial	FALSE	-6.5786	98	0
19	20	voiced	bilabial	TRUE	-8.1826	66	11
19	20	voiced	alveolar	FALSE	-7.9319	98	0
19	20	voiced	alveolar	TRUE	-9.6854	78	24
19	20	voiceless	bilabial	FALSE	-7.845	110	0
19	20	voiceless	bilabial	TRUE	-8.5663	94	30
19	20	voiceless	alveolar	FALSE	-7.9452	98	0
19	20	voiceless	alveolar	TRUE	-12.119	90	26
19	25	voiced	bilabial	FALSE	-5.3509	94	0
19	25	voiced	bilabial	TRUE	-6.4757	98	6
19	25	voiced	alveolar	FALSE	-7.839	106	0
19	25	voiced	alveolar	TRUE	-5.1221	90	17
19	25	voiceless	bilabial	FALSE	-4.2915	98	1
19	25	voiceless	bilabial	TRUE	-7.454	110	32
19	25	voiceless	alveolar	FALSE	-9.0017	98	0
19	25	voiceless	alveolar	TRUE	-9.3761	94	19
19	30	voiced	bilabial	FALSE	-7.2351	98	0
19	30	voiced	bilabial	TRUE	-7.0412	94	10
19	30	voiced	alveolar	FALSE	-4.4482	110	0
19	30	voiced	alveolar	TRUE	-7.1844	102	8
19	30	voiceless	bilabial	FALSE	-7.4245	94	0
19	30	voiceless	bilabial	TRUE	-5.1785	102	29
19	30	voiceless	alveolar	FALSE	-3.6933	110	0
19	30	voiceless	alveolar	TRUE	-9.3161	94	37
19	35	voiced	bilabial	FALSE	-4.5328	110	0
19	35	voiced	bilabial	TRUE	-6.4509	98	9
19	35	voiced	alveolar	FALSE	-8.0426	102	0
19	35	voiced	alveolar	TRUE	-6.8644	94	9
19	35	voiceless	bilabial	FALSE	-8.5481	98	0
19	35	voiceless	bilabial	TRUE	-5.2166	106	29
19	35	voiceless	alveolar	FALSE	-9.4306	86	0
19	35	voiceless	alveolar	TRUE	-7.599	94	31
19	40	voiced	bilabial	FALSE	-4.1823	110	0
19	40	voiced	bilabial	TRUE	-4.4961	118	6
19	40	voiced	alveolar	FALSE	-12.283	94	0
19	40	voiced	alveolar	TRUE	-7.1942	94	5
19	40	voiceless	bilabial	FALSE	-7.6879	106	2
19	40	voiceless	bilabial	TRUE	-6.8433	94	35
19	40	voiceless	alveolar	FALSE	-5.8771	102	0
19	40	voiceless	alveolar	TRUE	-11.15	90	36
2	0	voiced	bilabial	FALSE	-10.252	86	0
2	0	voiced	bilabial	TRUE	-10.146	78	35
2	0	voiced	alveolar	FALSE	-10.32	82	0
2	0	voiced	alveolar	TRUE	-9.5949	74	33
2	0	voiceless	bilabial	FALSE	-7.7535	90	0
2	0	voiceless	bilabial	TRUE	-10.126	70	1
2	0	voiceless	alveolar	FALSE	-0.61896	78	0
2	0	voiceless	alveolar	TRUE	-7.1587	86	0
2	5	voiced	bilabial	FALSE	-5.1784	98	0
2	5	voiced	bilabial	TRUE	-9.0367	114	34
2	5	voiced	alveolar	FALSE	-7.2365	66	1
2	5	voiced	alveolar	TRUE	-7.6111	78	31
2	5	voiceless	bilabial	FALSE	-11.434	74	0
2	5	voiceless	bilabial	TRUE	-10.931	66	0
2	5	voiceless	alveolar	FALSE	-5.3672	106	0
2	5	voiceless	alveolar	TRUE	-4.8218	70	0
2	10	voiced	bilabial	FALSE	-7.4417	62	0
2	10	voiced	bilabial	TRUE	-8.5799	90	34
2	10	voiced	alveolar	FALSE	-9.4973	78	0
2	10	voiced	alveolar	TRUE	-6.6358	74	31
2	10	voiceless	bilabial	FALSE	-8.9716	90	0
2	10	voiceless	bilabial	TRUE	-9.1331	82	0
2	10	voiceless	alveolar	FALSE	-5.2561	82	0
2	10	voiceless	alveolar	TRUE	-4.2289	114	1
2	15	voiced	bilabial	FALSE	-9.9713	66	0
2	15	voiced	bilabial	TRUE	-11.554	74	31
2	15	voiced	alveolar	FALSE	-6.595	86	0
2	15	voiced	alveolar	TRUE	-7.0825	78	27
2	15	voiceless	bilabial	FALSE	-5.2842	90	0
2	15	voiceless	bilabial	TRUE	-9.7151	66	0
2	15	voiceless	alveolar	FALSE	-8.4255	94	0
2	15	voiceless	alveolar	TRUE	-5.8069	78	0
2	20	voiced	bilabial	FALSE	-6.3343	94	0
2	20	voiced	bilabial	TRUE	-9.9743	86	17
2	20	voiced	alveolar	FALSE	-6.5631	86	0
2	20	voiced	alveolar	TRUE	-4.5608	86	1
2	20	voiceless	bilabial	FALSE	-9.2789	86	0
2	20	voiceless	bilabial	TRUE	-7.322	86	9
2	20	voiceless	alveolar	FALSE	-6.0776	90	0
2	20	voiceless	alveolar	TRUE	-3.4415	90	8
2	25	voiced	bilabial	FALSE	-7.0888	90	1
2	25	voiced	bilabial	TRUE	-9.5272	74	3
2	25	voiced	alveolar	FALSE	-8.2598	66	0
2	25	voiced	alveolar	TRUE	-7.6566	78	1
2	25	voiceless	bilabial	FALSE	-8.4373	70	0
2	25	voiceless	bilabial	TRUE	-7.8054	82	26
2	25	voiceless	alveolar	FALSE	-6.1996	70	0
2	25	voiceless	alveolar	TRUE	-6.2696	110	20
2	30	voiced	bilabial	FALSE	-7.7206	62	0
2	30	voiced	bilabial	TRUE	-8.3282	78	1
2	30	voiced	alveolar	FALSE	-7.5963	70	0
2	30	voiced	alveolar	TRUE	-4.7848	86	0
2	30	voiceless	bilabial	FALSE	-10.608	78	0
2	30	voiceless	bilabial	TRUE	-7.0346	82	31
2	30	voiceless	alveolar	FALSE	-7.0998	114	0
2	30	voiceless	alveolar	TRUE	-4.6521	106	31
2	35	voiced	bilabial	FALSE	-7.7069	66	0
2	35	voiced	bilabial	TRUE	-9.3834	78	0
2	35	voiced	alveolar	FALSE	-7.2195	78	0
2	35	voiced	alveolar	TRUE	-6.6944	74	0
2	35	voiceless	bilabial	FALSE	-5.2397	82	0
2	35	voiceless	bilabial	TRUE	-8.466	102	30
2	35	voiceless	alveolar	FALSE	-6.2973	82	0
2	35	voiceless	alveolar	TRUE	-6.7547	86	35
2	40	voiced	bilabial	FALSE	-8.3645	94	0
2	40	voiced	bilabial	TRUE	-9.4832	74	2
2	40	voiced	alveolar	FALSE	-7.0943	74	0
2	40	voiced	alveolar	TRUE	-8.4717	74	0
2	40	voiceless	bilabial	FALSE	-5.9966	98	0
2	40	voiceless	bilabial	TRUE	-8.0737	74	39
2	40	voiceless	alveolar	FALSE	-6.3051	78	0
2	40	voiceless	alveolar	TRUE	-2.1233	102	26
20	0	voiced	bilabial	FALSE	-2.3807	98	0
20	0	voiced	bilabial	TRUE	-7.6969	86	31
20	0	voiced	alveolar	FALSE	-5.3034	94	0
20	0	voiced	alveolar	TRUE	-5.1535	94	31
20	0	voiceless	bilabial	FALSE	-3.7279	98	0
20	0	voiceless	bilabial	TRUE	-2.3843	98	1
20	0	voiceless	alveolar	FALSE	-3.2218	98	0
20	0	voiceless	alveolar	TRUE	-2.4609	86	1
20	5	voiced	bilabial	FALSE	-6.2242	78	0
20	5	voiced	bilabial	TRUE	-2.7985	90	32
20	5	voiced	alveolar	FALSE	-1.3589	98	0
20	5	voiced	alveolar	TRUE	-5.0322	86	26
20	5	voiceless	bilabial	FALSE	-5.696	82	0
20	5	voiceless	bilabial	TRUE	-2.7817	94	3
20	5	voiceless	alveolar	FALSE	-4.6328	82	0
20	5	voiceless	alveolar	TRUE	-5.653	86	2
20	10	voiced	bilabial	FALSE	-6.2532	94	0
20	10	voiced	bilabial	TRUE	-4.7899	94	31
20	10	voiced	alveolar	FALSE	-6.2525	90	1
20	10	voiced	alveolar	TRUE	-2.1251	98	29
20	10	voiceless	bilabial	FALSE	-3.9686	94	0
20	10	voiceless	bilabial	TRUE	-6.9493	90	20
20	10	voiceless	alveolar	FALSE	-5.4196	90	0
20	10	voiceless	alveolar	TRUE	-6.7633	94	4
20	15	voiced	bilabial	FALSE	-3.2615	90	0
20	15	voiced	bilabial	TRUE	-5.1219	90	31
20	15	voiced	alveolar	FALSE	-2.5723	94	0
20	15	voiced	alveolar	TRUE	-4.2886	90	30
20	15	voiceless	bilabial	FALSE	-3.9807	90	0
20	15	voiceless	bilabial	TRUE	-3.1443	90	27
20	15	voiceless	alveolar	FALSE	-2.4985	90	0
20	15	voiceless	alveolar	TRUE	-4.5179	110	19
20	20	voiced	bilabial	FALSE	-5.7319	90	0
20	20	voiced	bilabial	TRUE	-4.4078	94	6
20	20	voiced	alveolar	FALSE	-4.087	94	0
20	20	voiced	alveolar	TRUE	-4.0006	94	21
20	20	voiceless	bilabial	FALSE	-4.6109	90	0
20	20	voiceless	bilabial	TRUE	-5.4014	90	34
20	20	voiceless	alveolar	FALSE	-1.7295	94	0
20	20	voiceless	alveolar	TRUE	-2.6379	90	21
20	25	voiced	bilabial	FALSE	-3.1647	94	1
20	25	voiced	bilabial	TRUE	-5.3619	90	7
20	25	voiced	alveolar	FALSE	-4.5561	98	0
20	25	voiced	alveolar	TRUE	-2.907	94	9
20	25	voiceless	bilabial	FALSE	-5.2457	94	0
20	25	voiceless	bilabial	TRUE	-1.595	94	30
20	25	voiceless	alveolar	FALSE	-3.1125	90	0
20	25	voiceless	alveolar	TRUE	-2.6983	90	27
20	30	voiced	bilabial	FALSE	-4.6866	90	0
20	30	voiced	bilabial	TRUE	-3.853	94	1
20	30	voiced	alveolar	FALSE	-2.9218	94	0
20	30	voiced	alveolar	TRUE	-1.2627	102	0
20	30	voiceless	bilabial	FALSE	-4.3502	94	0
20	30	voiceless	bilabial	TRUE	-2.6459	90	40
20	30	voiceless	alveolar	FALSE	-3.0374	94	0
20	30	voiceless	alveolar	TRUE	-2.5217	94	38
20	35	voiced	bilabial	FALSE	-4.0082	94	1
20	35	voiced	bilabial	TRUE	-4.1346	102	0
20	35	voiced	alveolar	FALSE	-1.6566	98	0
20	35	voiced	alveolar	TRUE	-3.8463	90	0
20	35	voiceless	bilabial	FALSE	-2.9644	98	0
20	35	voiceless	bilabial	TRUE	-3.6579	90	38
20	35	voiceless	alveolar	FALSE	-1.7855	98	0
20	35	voiceless	alveolar	TRUE	-0.61833	94	35
20	40	voiced	bilabial	FALSE	-4.0145	94	0
20	40	voiced	bilabial	TRUE	-3.1665	94	0
20	40	voiced	alveolar	FALSE	-2.5423	94	0
20	40	voiced	alveolar	TRUE	-3.9209	86	0
20	40	voiceless	bilabial	FALSE	-2.496	98	0
20	40	voiceless	bilabial	TRUE	-6.5379	98	26
20	40	voiceless	alveolar	FALSE	-0.41882	114	0
20	40	voiceless	alveolar	TRUE	-2.2182	94	34
21	0	voiced	bilabial	FALSE	-5.0319	98	0
21	0	voiced	bilabial	TRUE	-4.0906	94	28
21	0	voiced	alveolar	FALSE	-5.656	90	1
21	0	voiced	alveolar	TRUE	-10.651	78	21
21	0	voiceless	bilabial	FALSE	-7.0737	58	0
21	0	voiceless	bilabial	TRUE	-6.7035	86	2
21	0	voiceless	alveolar	FALSE	-6.8528	90	0
21	0	voiceless	alveolar	TRUE	-4.9312	94	0
21	5	voiced	bilabial	FALSE	-5.6152	78	0
21	5	voiced	bilabial	TRUE	-3.6769	94	26
21	5	voiced	alveolar	FALSE	-5.4949	86	0
21	5	voiced	alveolar	TRUE	-5.5021	86	33
21	5	voiceless	bilabial	FALSE	-2.1735	94	0
21	5	voiceless	bilabial	TRUE	-9.273	86	1
21	5	voiceless	alveolar	FALSE	-0.11379	106	0
21	5	voiceless	alveolar	TRUE	-4.9765	86	2
21	10	voiced	bilabial	FALSE	-6.1334	86	0
21	10	voiced	bilabial	TRUE	-1.8411	98	25
21	10	voiced	alveolar	FALSE	-2.8791	94	0
21	10	voiced	alveolar	TRUE	-2.6655	90	32
21	10	voiceless	bilabial	FALSE	-0.13156	110	0
21	10	voiceless	bilabial	TRUE	-5.9854	86	8
21	10	voiceless	alveolar	FALSE	-4.2567	98	0
21	10	voiceless	alveolar	TRUE	-3.0229	102	0
21	15	voiced	bilabial	FALSE	-4.8247	98	0
21	15	voiced	bilabial	TRUE	-5.948	90	23
21	15	voiced	alveolar	FALSE	-4.7005	86	0
21	15	voiced	alveolar	TRUE	-8.0805	70	31
21	15	voiceless	bilabial	FALSE	-1.8555	98	0
21	15	voiceless	bilabial	TRUE	-2.66	98	9
21	15	voiceless	alveolar	FALSE	-5.925	82	0
21	15	voiceless	alveolar	TRUE	-1.9219	122	2
21	20	voiced	bilabial	FALSE	-3.0803	86	0
21	20	voiced	bilabial	TRUE	-4.2138	86	10
21	20	voiced	alveolar	FALSE	-0.76241	106	0
21	20	voiced	alveolar	TRUE	-6.1341	74	21
21	20	voiceless	bilabial	FALSE	-4.9082	98	0
21	20	voiceless	bilabial	TRUE	-1.5545	90	14
21	20	voiceless	alveolar	FALSE	-1.2052	102	0
21	20	voiceless	alveolar	TRUE	-5.5122	82	9
21	25	voiced	bilabial	FALSE	-3.1197	102	0
21	25	voiced	bilabial	TRUE	-2.9624	102	9
21	25	voiced	alveolar	FALSE	-5.4685	78	0
21	25	voiced	alveolar	TRUE	-4.5181	102	9
21	25	voiceless	bilabial	FALSE	-0.91874	102	0
21	25	voiceless	bilabial	TRUE	0.32936	114	15
21	25	voiceless	alveolar	FALSE	-4.2469	106	0
21	25	voiceless	alveolar	TRUE	-7.5298	90	17
21	30	voiced	bilabial	FALSE	-5.5988	90	0
21	30	voiced	bilabial	TRUE	-2.3354	98	1
21	30	voiced	alveolar	FALSE	0.90508	106	0
21	30	voiced	alveolar	TRUE	-4.9734	98	4
21	30	voiceless	bilabial	FALSE	-6.1394	82	0
21	30	voiceless	bilabial	TRUE	4.2019	102	18
21	30	voiceless	alveolar	FALSE	3.7339	118	0
21	30	voiceless	alveolar	TRUE	-1.4326	106	14
21	35	voiced	bilabial	FALSE	-7.2572	86	0
21	35	voiced	bilabial	TRUE	-4.4198	98	2
21	35	voiced	alveolar	FALSE	-3.3704	90	0
21	35	voiced	alveolar	TRUE	-4.1388	90	1
21	35	voiceless	bilabial	FALSE	-2.6869	94	0
21	35	voiceless	bilabial	TRUE	-2.4073	98	14
21	35	voiceless	alveolar	FALSE	-5.8562	82	0
21	35	voiceless	alveolar	TRUE	0.26139	94	14
21	40	voiced	bilabial	FALSE	-6.8876	86	0
21	40	voiced	bilabial	TRUE	-7.3718	78	2
21	40	voiced	alveolar	FALSE	-4.5129	74	0
21	40	voiced	alveolar	TRUE	-1.236	102	0
21	40	voiceless	bilabial	FALSE	0.3315	98	0
21	40	voiceless	bilabial	TRUE	-1.4193	98	17
21	40	voiceless	alveolar	FALSE	-5.9641	90	0
21	40	voiceless	alveolar	TRUE	2.4256	126	14
22	0	voiced	bilabial	FALSE	-4.0018	74	1
22	0	voiced	bilabial	TRUE	-5.1306	78	29
22	0	voiced	alveolar	FALSE	-7.3868	70	0
22	0	voiced	alveolar	TRUE	-5.2902	82	26
22	0	voiceless	bilabial	FALSE	-5.0135	78	0
22	0	voiceless	bilabial	TRUE	0.54738	90	4
22	0	voiceless	alveolar	FALSE	-0.74547	82	1
22	0	voiceless	alveolar	TRUE	-2.0064	102	2
22	5	voiced	bilabial	FALSE	-5.5641	66	0
22	5	voiced	bilabial	TRUE	-4.9115	82	18
22	5	voiced	alveolar	FALSE	-1.6265	74	0
22	5	voiced	alveolar	TRUE	-4.4255	78	18
22	5	voiceless	bilabial	FALSE	1.1404	74	0
22	5	voiceless	bilabial	TRUE	-2.9046	74	4
22	5	voiceless	alveolar	FALSE	-3.0734	78	1
22	5	voiceless	alveolar	TRUE	1.3724	74	4
22	10	voiced	bilabial	FALSE	-5.6945	70	0
22	10	voiced	bilabial	TRUE	-3.3901	82	12
22	10	voiced	alveolar	FALSE	-2.6844	94	0
22	10	voiced	alveolar	TRUE	-6.3712	78	19
22	10	voiceless	bilabial	FALSE	0.042339	86	0
22	10	voiceless	bilabial	TRUE	-1.0338	82	15
22	10	voiceless	alveolar	FALSE	-1.981	74	0
22	10	voiceless	alveolar	TRUE	-3.0331	78	4
22	15	voiced	bilabial	FALSE	-4.6231	78	0
22	15	voiced	bilabial	TRUE	-6.4983	74	9
22	15	voiced	alveolar	FALSE	-4.3314	86	2
22	15	voiced	alveolar	TRUE	-0.88307	78	12
22	15	voiceless	bilabial	FALSE	-0.23119	82	0
22	15	voiceless	bilabial	TRUE	0.22129	86	16
22	15	voiceless	alveolar	FALSE	-0.47167	98	0
22	15	voiceless	alveolar	TRUE	2.3389	86	7
22	20	voiced	bilabial	FALSE	-3.0971	86	0
22	20	voiced	bilabial	TRUE	-4.1858	78	4
22	20	voiced	alveolar	FALSE	-5.8067	78	0
22	20	voiced	alveolar	TRUE	-2.8303	82	6
22	20	voiceless	bilabial	FALSE	-1.023	82	1
22	20	voiceless	bilabial	TRUE	-1.4787	82	19
22	20	voiceless	alveolar	FALSE	0.30522	94	0
22	20	voiceless	alveolar	TRUE	-0.36965	90	17
22	25	voiced	bilabial	FALSE	-5.0165	82	1
22	25	voiced	bilabial	TRUE	-0.11241	98	0
22	25	voiced	alveolar	FALSE	-3.3612	78	0
22	25	voiced	alveolar	TRUE	-1.9038	98	3
22	25	voiceless	bilabial	FALSE	-0.90621	94	1
22	25	voiceless	bilabial	TRUE	-1.7212	74	26
22	25	voiceless	alveolar	FALSE	-0.21895	82	0
22	25	voiceless	alveolar	TRUE	2.9508	94	24
22	30	voiced	bilabial	FALSE	-4.6002	82	0
22	30	voiced	bilabial	TRUE	-4.3432	82	0
22	30	voiced	alveolar	FALSE	-7.2129	86	0
22	30	voiced	alveolar	TRUE	-2.8075	82	1
22	30	voiceless	bilabial	FALSE	-5.5428	74	0
22	30	voiceless	bilabial	TRUE	-1.777	86	22
22	30	voiceless	alveolar	FALSE	3.371	86	2
22	30	voiceless	alveolar	TRUE	1.595	86	28
22	35	voiced	bilabial	FALSE	-1.0257	94	0
22	35	voiced	bilabial	TRUE	-5.7907	78	1
22	35	voiced	alveolar	FALSE	-4.3695	106	0
22	35	voiced	alveolar	TRUE	-1.5103	82	0
22	35	voiceless	bilabial	FALSE	-0.25034	102	0
22	35	voiceless	bilabial	TRUE	-3.1112	74	33
22	35	voiceless	alveolar	FALSE	-0.13222	86	1
22	35	voiceless	alveolar	TRUE	3.6316	98	32
22	40	voiced	bilabial	FALSE	-5.3527	74	0
22	40	voiced	bilabial	TRUE	-3.5582	98	0
22	40	voiced	alveolar	FALSE	-3.3198	86	0
22	40	voiced	alveolar	TRUE	-2.5651	82	3
22	40	voiceless	bilabial	FALSE	1.814	94	0
22	40	voiceless	bilabial	TRUE	-3.0333	86	22
22	40	voiceless	alveolar	FALSE	-1.1939	86	0
22	40	voiceless	alveolar	TRUE	-2.451	78	28
3	0	voiced	bilabial	FALSE	-2.582	82	0
3	0	voiced	bilabial	TRUE	-1.5102	102	12
3	0	voiced	alveolar	FALSE	-1.1483	98	0
3	0	voiced	alveolar	TRUE	-3.3519	58	22
3	0	voiceless	bilabial	FALSE	-1.78	98	0
3	0	voiceless	bilabial	TRUE	-4.3257	98	9
3	0	voiceless	alveolar	FALSE	-1.8484	110	0
3	0	voiceless	alveolar	TRUE	-2.4333	70	1
3	5	voiced	bilabial	FALSE	-6.4987	106	1
3	5	voiced	bilabial	TRUE	-1.7051	110	21
3	5	voiced	alveolar	FALSE	-0.10174	58	0
3	5	voiced	alveolar	TRUE	-0.36301	94	38
3	5	voiceless	bilabial	FALSE	-6.1789	70	0
3	5	voiceless	bilabial	TRUE	-5.1089	110	2
3	5	voiceless	alveolar	FALSE	-1.5994	106	2
3	5	voiceless	alveolar	TRUE	-2.6013	66	3
3	10	voiced	bilabial	FALSE	-2.5038	98	1
3	10	voiced	bilabial	TRUE	-3.2956	114	24
3	10	voiced	alveolar	FALSE	-1.1066	106	0
3	10	voiced	alveolar	TRUE	-0.16187	106	35
3	10	voiceless	bilabial	FALSE	-2.3638	82	1
3	10	voiceless	bilabial	TRUE	0.22573	114	8
3	10	voiceless	alveolar	FALSE	-1.8103	66	0
3	10	voiceless	alveolar	TRUE	-2.6744	102	4
3	15	voiced	bilabial	FALSE	-1.9158	74	0
3	15	voiced	bilabial	TRUE	-2.3494	62	32
3	15	voiced	alveolar	FALSE	-0.88832	114	0
3	15	voiced	alveolar	TRUE	-4.0979	102	35
3	15	voiceless	bilabial	FALSE	-2.3216	86	0
3	15	voiceless	bilabial	TRUE	-4.1996	70	11
3	15	voiceless	alveolar	FALSE	-0.74353	82	0
3	15	voiceless	alveolar	TRUE	-2.131	70	6
3	20	voiced	bilabial	FALSE	-5.7578	70	0
3	20	voiced	bilabial	TRUE	-3.6345	102	16
3	20	voiced	alveolar	FALSE	-1.9781	98	2
3	20	voiced	alveolar	TRUE	-1.3173	66	26
3	20	voiceless	bilabial	FALSE	-1.4181	106	0
3	20	voiceless	bilabial	TRUE	-0.50395	78	22
3	20	voiceless	alveolar	FALSE	-1.8213	110	0
3	20	voiceless	alveolar	TRUE	-3.057	114	6
3	25	voiced	bilabial	FALSE	-3.5794	82	0
3	25	voiced	bilabial	TRUE	-0.78431	102	19
3	25	voiced	alveolar	FALSE	1.7563	106	0
3	25	voiced	alveolar	TRUE	-1.302	110	29
3	25	voiceless	bilabial	FALSE	-0.10347	114	2
3	25	voiceless	bilabial	TRUE	0.25897	110	27
